online_order,book_table,rating,votes,location,cost_for_two,type,city,restaurant_type,cuisines,number_of_cuisines_offered
Yes,No,3.4,35,JP Nagar,200,Delivery,JP Nagar,Quick Bites,Chinese,2
Yes,No,4.0,1986,JP Nagar,800,Delivery,JP Nagar,Casual Dining,Biryani,3
Yes,No,2.9,132,BTM,300,Delivery,JP Nagar,Quick Bites,Chinese,2
Yes,No,4.1,232,JP Nagar,500,Delivery,JP Nagar,Bakery,Bakery,2
Yes,No,3.9,15,BTM,100,Delivery,JP Nagar,Quick Bites,Other,2
Yes,No,3.9,124,Other,400,Delivery,JP Nagar,Quick Bites,Chinese,4
Yes,No,3.4,137,BTM,500,Delivery,JP Nagar,Takeaway,Biryani,2
Yes,No,3.8,182,Bannerghatta Road,600,Delivery,JP Nagar,Food Court,North Indian,2
Yes,No,4.2,380,JP Nagar,750,Delivery,JP Nagar,Casual Dining,Biryani,2
Yes,No,3.9,20,BTM,300,Delivery,JP Nagar,Takeaway,Desserts,2
Yes,Yes,4.0,743,Bannerghatta Road,800,Delivery,JP Nagar,Casual Dining,Biryani,3
Yes,No,3.0,74,Bannerghatta Road,400,Delivery,JP Nagar,Quick Bites,North Indian,1
Yes,No,3.0,57,Bannerghatta Road,350,Delivery,JP Nagar,Quick Bites,North Indian,2
Yes,No,3.7,129,Bannerghatta Road,400,Delivery,JP Nagar,Takeaway,Biryani,2
Yes,No,4.1,381,BTM,250,Delivery,JP Nagar,Quick Bites,Other,1
Yes,No,3.3,6,Bannerghatta Road,300,Delivery,JP Nagar,Quick Bites,North Indian,4
Yes,No,3.8,99,BTM,350,Delivery,JP Nagar,Casual Dining,South Indian,3
Yes,Yes,4.4,4410,JP Nagar,600,Delivery,JP Nagar,Casual Dining,Other,3
Yes,No,3.0,8,BTM,600,Delivery,JP Nagar,Delivery,North Indian,2
Yes,Yes,4.1,176,Jayanagar,500,Delivery,JP Nagar,Casual Dining,South Indian,4
Yes,No,3.2,21,BTM,600,Delivery,JP Nagar,Takeaway,Biryani,2
Yes,No,3.8,65,Other,200,Delivery,JP Nagar,Quick Bites,Street Food,1
Yes,No,4.0,153,JP Nagar,200,Delivery,JP Nagar,Quick Bites,Street Food,4
Yes,No,3.0,11,JP Nagar,200,Delivery,JP Nagar,Quick Bites,South Indian,2
Yes,No,3.2,5,Bannerghatta Road,300,Delivery,JP Nagar,Quick Bites,Biryani,1
Yes,No,3.2,94,Bannerghatta Road,350,Delivery,JP Nagar,Quick Bites,North Indian,2
Yes,No,4.0,183,JP Nagar,400,Delivery,JP Nagar,Other,Other,2
Yes,No,3.7,23,Jayanagar,300,Delivery,JP Nagar,Quick Bites,North Indian,7
Yes,No,3.4,18,JP Nagar,400,Delivery,JP Nagar,Takeaway,Other,1
Yes,No,3.7,66,JP Nagar,400,Delivery,JP Nagar,Quick Bites,Other,4
Yes,No,3.3,22,Bannerghatta Road,600,Delivery,JP Nagar,Casual Dining,North Indian,2
Yes,No,3.9,34,BTM,500,Delivery,JP Nagar,Bakery,Bakery,2
Yes,No,3.7,171,JP Nagar,200,Delivery,JP Nagar,Quick Bites,Fast Food,3
Yes,No,2.9,345,BTM,450,Delivery,JP Nagar,Takeaway,North Indian,4
Yes,No,4.0,193,Other,300,Delivery,JP Nagar,Quick Bites,South Indian,5
Yes,No,3.0,270,BTM,600,Delivery,JP Nagar,Other,Other,4
Yes,No,3.9,183,BTM,250,Delivery,JP Nagar,Quick Bites,Fast Food,3
Yes,No,3.0,102,BTM,600,Delivery,JP Nagar,Casual Dining,South Indian,3
Yes,No,4.1,240,JP Nagar,500,Delivery,JP Nagar,Dessert Parlor,Ice Cream,3
Yes,No,3.2,19,BTM,400,Delivery,JP Nagar,Quick Bites,North Indian,2
Yes,No,3.2,209,Jayanagar,250,Delivery,JP Nagar,Beverage Shop,Other,3
Yes,No,4.6,409,Bannerghatta Road,1000,Delivery,JP Nagar,Casual Dining,Other,2
Yes,No,2.9,65,BTM,500,Delivery,JP Nagar,Casual Dining,Other,2
Yes,No,3.8,209,Bannerghatta Road,700,Delivery,JP Nagar,Casual Dining,Biryani,3
Yes,No,3.9,100,BTM,600,Delivery,JP Nagar,Casual Dining,Chinese,2
Yes,Yes,3.0,551,Bannerghatta Road,600,Delivery,JP Nagar,Casual Dining,North Indian,4
Yes,Yes,4.1,367,Jayanagar,1200,Delivery,JP Nagar,Casual Dining,Other,4
Yes,No,4.2,102,BTM,300,Delivery,JP Nagar,Quick Bites,Chinese,4
Yes,No,3.9,358,BTM,400,Delivery,JP Nagar,Quick Bites,North Indian,2
Yes,No,3.0,177,Other,400,Delivery,JP Nagar,Quick Bites,Chinese,2
Yes,No,3.9,136,Jayanagar,400,Delivery,JP Nagar,Quick Bites,Street Food,3
Yes,No,3.9,438,BTM,650,Delivery,JP Nagar,Casual Dining,Other,1
Yes,No,3.0,19,Other,400,Delivery,JP Nagar,Casual Dining,South Indian,3
Yes,No,3.1,7,Other,250,Delivery,JP Nagar,Quick Bites,Other,3
Yes,No,3.3,513,Other,700,Delivery,JP Nagar,Casual Dining,Other,5
Yes,No,3.7,41,Other,200,Delivery,JP Nagar,Quick Bites,South Indian,4
Yes,No,2.6,231,Other,400,Delivery,JP Nagar,Quick Bites,North Indian,5
Yes,No,4.0,113,BTM,400,Delivery,JP Nagar,Quick Bites,Chinese,3
Yes,No,3.9,97,Jayanagar,200,Delivery,JP Nagar,Quick Bites,South Indian,1
Yes,No,3.1,14,JP Nagar,250,Delivery,JP Nagar,Takeaway,Desserts,3
Yes,No,3.7,248,Other,400,Delivery,JP Nagar,Quick Bites,North Indian,2
Yes,No,4.0,97,Bannerghatta Road,600,Delivery,JP Nagar,Delivery,Other,2
Yes,No,3.0,354,JP Nagar,400,Delivery,JP Nagar,Quick Bites,North Indian,3
Yes,No,4.2,450,Jayanagar,400,Delivery,JP Nagar,Cafe,Cafe,3
Yes,No,3.6,35,JP Nagar,200,Delivery,JP Nagar,Quick Bites,North Indian,2
Yes,No,4.0,25,JP Nagar,200,Delivery,JP Nagar,Beverage Shop,Beverages,2
Yes,No,3.9,47,JP Nagar,100,Delivery,JP Nagar,Other,Other,2
Yes,No,3.7,126,Other,750,Delivery,JP Nagar,Casual Dining,Biryani,4
Yes,No,3.7,34,BTM,300,Delivery,JP Nagar,Quick Bites,North Indian,2
Yes,No,4.0,85,BTM,400,Delivery,JP Nagar,Quick Bites,Fast Food,2
Yes,No,3.0,46,Other,350,Delivery,JP Nagar,Quick Bites,Other,3
Yes,No,3.8,115,Other,250,Delivery,JP Nagar,Quick Bites,Fast Food,2
Yes,No,3.8,12,BTM,300,Delivery,JP Nagar,Quick Bites,Other,2
Yes,Yes,4.2,2206,JP Nagar,1200,Delivery,JP Nagar,Pub,Other,4
Yes,Yes,4.1,1547,JP Nagar,1000,Delivery,JP Nagar,Casual Dining,Other,5
Yes,No,3.6,42,Other,500,Delivery,JP Nagar,Casual Dining,Chinese,3
Yes,No,3.4,23,BTM,300,Delivery,JP Nagar,Delivery,Other,1
Yes,No,3.6,4,JP Nagar,200,Delivery,JP Nagar,Takeaway,Other,2
Yes,No,3.9,152,Other,300,Delivery,JP Nagar,Quick Bites,Fast Food,3
Yes,No,3.8,38,JP Nagar,150,Delivery,JP Nagar,Takeaway,Street Food,2
Yes,Yes,3.9,1230,Bannerghatta Road,900,Delivery,JP Nagar,Casual Dining,Other,6
Yes,No,3.9,101,Bannerghatta Road,400,Delivery,JP Nagar,Dessert Parlor,Ice Cream,2
Yes,No,3.7,21,Jayanagar,200,Delivery,JP Nagar,Quick Bites,Other,4
Yes,No,3.9,142,Bannerghatta Road,300,Delivery,JP Nagar,Beverage Shop,Other,2
Yes,No,3.7,168,Bannerghatta Road,600,Delivery,JP Nagar,Quick Bites,Other,3
Yes,No,3.7,111,Bannerghatta Road,800,Delivery,JP Nagar,Casual Dining,Andhra,2
Yes,No,3.8,578,Jayanagar,900,Delivery,JP Nagar,Casual Dining,North Indian,4
Yes,No,2.0,321,JP Nagar,400,Delivery,JP Nagar,Quick Bites,North Indian,5
Yes,No,3.8,184,BTM,400,Delivery,JP Nagar,Quick Bites,Fast Food,5
Yes,No,4.0,206,JP Nagar,450,Delivery,JP Nagar,Delivery,North Indian,2
Yes,No,3.7,84,Bannerghatta Road,500,Delivery,JP Nagar,Quick Bites,North Indian,2
Yes,No,3.4,22,Bannerghatta Road,300,Delivery,JP Nagar,Takeaway,Fast Food,1
Yes,No,3.4,17,Jayanagar,100,Delivery,JP Nagar,Quick Bites,Biryani,1
Yes,No,4.0,166,Jayanagar,400,Delivery,JP Nagar,Quick Bites,South Indian,3
Yes,No,3.1,8,JP Nagar,400,Delivery,JP Nagar,Takeaway,Other,3
Yes,Yes,3.9,488,BTM,700,Delivery,JP Nagar,Cafe,Continental,7
Yes,No,3.3,12,Other,200,Delivery,JP Nagar,Quick Bites,Chinese,2
Yes,No,4.0,155,Jayanagar,300,Delivery,JP Nagar,Beverage Shop,Beverages,2
Yes,No,3.7,666,JP Nagar,650,Delivery,JP Nagar,Casual Dining,Other,2
Yes,No,3.8,151,Jayanagar,350,Delivery,JP Nagar,Dessert Parlor,Desserts,2
Yes,No,4.0,260,JP Nagar,300,Delivery,JP Nagar,Quick Bites,North Indian,1
Yes,No,3.0,221,BTM,400,Delivery,JP Nagar,Other,Other,4
Yes,No,3.6,21,Jayanagar,150,Delivery,JP Nagar,Quick Bites,Fast Food,2
Yes,No,3.9,121,Bannerghatta Road,300,Delivery,JP Nagar,Quick Bites,Biryani,2
Yes,No,3.9,85,JP Nagar,300,Delivery,JP Nagar,Quick Bites,Other,1
Yes,No,3.0,11,JP Nagar,200,Delivery,JP Nagar,Quick Bites,Other,2
Yes,Yes,4.2,177,Jayanagar,800,Delivery,JP Nagar,Casual Dining,Other,7
Yes,No,3.9,50,Bannerghatta Road,600,Delivery,JP Nagar,Cafe,Cafe,1
Yes,No,3.8,31,Bannerghatta Road,300,Delivery,JP Nagar,Quick Bites,South Indian,3
Yes,No,4.3,539,JP Nagar,300,Delivery,JP Nagar,Quick Bites,Chinese,3
Yes,No,3.7,328,BTM,500,Delivery,JP Nagar,Takeaway,North Indian,3
Yes,No,3.6,34,Bannerghatta Road,100,Delivery,JP Nagar,Quick Bites,Street Food,1
Yes,No,3.8,267,Bannerghatta Road,400,Delivery,JP Nagar,Delivery,North Indian,3
Yes,No,4.0,36,BTM,300,Delivery,JP Nagar,Dessert Parlor,Desserts,4
Yes,No,4.1,339,Jayanagar,300,Delivery,JP Nagar,Quick Bites,Chinese,2
Yes,No,3.9,128,Other,500,Delivery,JP Nagar,Casual Dining,South Indian,4
Yes,No,4.1,306,Other,700,Delivery,JP Nagar,Casual Dining,Other,1
Yes,No,3.4,7,JP Nagar,200,Delivery,JP Nagar,Takeaway,Desserts,1
Yes,No,3.6,45,Bannerghatta Road,200,Delivery,JP Nagar,Other,Other,5
Yes,No,3.9,73,Bannerghatta Road,400,Delivery,JP Nagar,Takeaway,South Indian,2
Yes,No,4.0,108,Jayanagar,500,Delivery,JP Nagar,Quick Bites,Other,3
Yes,No,3.6,15,BTM,250,Delivery,JP Nagar,Quick Bites,North Indian,2
Yes,Yes,4.3,4321,JP Nagar,1600,Delivery,JP Nagar,Other,Continental,2
Yes,No,3.9,42,Jayanagar,500,Delivery,JP Nagar,Quick Bites,Other,3
Yes,No,3.0,82,Banashankari,300,Delivery,JP Nagar,Quick Bites,South Indian,4
Yes,No,3.7,34,Bannerghatta Road,500,Delivery,JP Nagar,Bakery,Bakery,2
Yes,No,3.6,14,Bannerghatta Road,200,Delivery,JP Nagar,Takeaway,Fast Food,2
Yes,No,4.1,53,JP Nagar,600,Delivery,JP Nagar,Cafe,Cafe,3
Yes,No,3.2,18,JP Nagar,300,Delivery,JP Nagar,Bakery,Bakery,3
Yes,No,3.0,9,Other,400,Delivery,JP Nagar,Quick Bites,Fast Food,2
Yes,No,3.7,32,Bannerghatta Road,300,Delivery,JP Nagar,Quick Bites,South Indian,1
Yes,No,3.6,11,BTM,200,Delivery,JP Nagar,Beverage Shop,Other,1
Yes,No,3.0,7,JP Nagar,200,Delivery,JP Nagar,Quick Bites,Street Food,4
Yes,No,3.7,28,Jayanagar,200,Delivery,JP Nagar,Bakery,Bakery,4
Yes,No,3.3,5,Other,200,Delivery,JP Nagar,Quick Bites,Other,3
Yes,No,3.1,43,Bannerghatta Road,500,Delivery,JP Nagar,Quick Bites,Fast Food,2
Yes,No,3.3,5,JP Nagar,200,Delivery,JP Nagar,Other,Other,2
Yes,No,3.8,10,BTM,450,Delivery,JP Nagar,Bakery,Bakery,3
Yes,No,3.0,122,Bannerghatta Road,500,Delivery,JP Nagar,Casual Dining,Chinese,3
Yes,No,3.6,25,Other,500,Delivery,JP Nagar,Casual Dining,North Indian,3
Yes,No,3.6,33,JP Nagar,200,Delivery,JP Nagar,Quick Bites,Fast Food,1
Yes,No,3.9,349,JP Nagar,600,Delivery,JP Nagar,Casual Dining,Chinese,3
Yes,No,3.8,69,Jayanagar,200,Delivery,JP Nagar,Quick Bites,North Indian,2
Yes,No,3.0,47,JP Nagar,300,Delivery,JP Nagar,Quick Bites,South Indian,3
Yes,No,3.0,10,JP Nagar,300,Delivery,JP Nagar,Quick Bites,Andhra,3
Yes,No,3.4,277,BTM,250,Delivery,JP Nagar,Quick Bites,North Indian,3
Yes,No,3.7,82,JP Nagar,400,Delivery,JP Nagar,Quick Bites,South Indian,2
Yes,No,3.6,47,Jayanagar,100,Delivery,JP Nagar,Takeaway,North Indian,1
Yes,Yes,4.1,627,BTM,1500,Delivery,JP Nagar,Casual Dining,Other,3
Yes,No,4.0,258,Bannerghatta Road,500,Delivery,JP Nagar,Quick Bites,Other,2
Yes,No,3.8,11,BTM,150,Delivery,JP Nagar,Beverage Shop,Beverages,2
Yes,No,3.0,13,BTM,100,Delivery,JP Nagar,Takeaway,Other,1
Yes,No,3.6,241,Other,300,Delivery,JP Nagar,Quick Bites,North Indian,2
Yes,No,3.6,11,BTM,200,Delivery,JP Nagar,Beverage Shop,Ice Cream,3
Yes,No,3.8,23,BTM,300,Delivery,JP Nagar,Quick Bites,Chinese,6
Yes,No,3.6,64,BTM,350,Delivery,JP Nagar,Quick Bites,Kerala,1
Yes,No,3.8,367,BTM,600,Delivery,JP Nagar,Casual Dining,North Indian,1
Yes,No,3.0,348,Bannerghatta Road,400,Delivery,JP Nagar,Quick Bites,Other,2
Yes,No,3.3,15,Bannerghatta Road,350,Delivery,JP Nagar,Quick Bites,Fast Food,1
Yes,No,3.3,4,Bannerghatta Road,300,Delivery,JP Nagar,Food Court,Street Food,2
Yes,No,3.9,37,JP Nagar,400,Delivery,JP Nagar,Quick Bites,Continental,6
Yes,No,3.1,89,BTM,350,Delivery,JP Nagar,Quick Bites,North Indian,4
Yes,No,3.1,42,BTM,800,Delivery,JP Nagar,Quick Bites,North Indian,4
Yes,No,4.3,864,Banashankari,500,Delivery,JP Nagar,Dessert Parlor,Desserts,2
Yes,Yes,4.1,1064,Jayanagar,1200,Delivery,JP Nagar,Casual Dining,Other,4
Yes,No,4.1,206,JP Nagar,650,Delivery,JP Nagar,Quick Bites,Cafe,3
Yes,No,3.7,37,JP Nagar,600,Delivery,JP Nagar,Delivery,Biryani,2
Yes,No,3.6,8,JP Nagar,300,Delivery,JP Nagar,Quick Bites,South Indian,1
Yes,No,3.9,212,Jayanagar,500,Delivery,JP Nagar,Casual Dining,Other,3
Yes,No,3.7,11,Bannerghatta Road,250,Delivery,JP Nagar,Quick Bites,Continental,1
Yes,No,3.2,36,Other,200,Delivery,JP Nagar,Quick Bites,Fast Food,2
Yes,No,4.2,289,Bannerghatta Road,400,Delivery,JP Nagar,Quick Bites,Other,3
Yes,No,4.4,677,Bannerghatta Road,500,Delivery,JP Nagar,Other,Desserts,3
Yes,No,4.2,170,JP Nagar,600,Delivery,JP Nagar,Cafe,Cafe,3
Yes,No,3.7,28,Bannerghatta Road,900,Delivery,JP Nagar,Cafe,Cafe,2
Yes,No,3.9,135,Jayanagar,350,Delivery,JP Nagar,Quick Bites,Fast Food,2
Yes,No,3.4,64,Bannerghatta Road,200,Delivery,JP Nagar,Quick Bites,North Indian,1
Yes,Yes,4.4,2241,Bannerghatta Road,1200,Delivery,JP Nagar,Casual Dining,Continental,4
Yes,No,3.9,52,Jayanagar,200,Delivery,JP Nagar,Quick Bites,South Indian,2
Yes,No,3.7,54,Jayanagar,400,Delivery,JP Nagar,Quick Bites,Other,4
Yes,No,3.3,4,JP Nagar,600,Delivery,JP Nagar,Delivery,Other,2
Yes,No,3.3,9,Bannerghatta Road,300,Delivery,JP Nagar,Delivery,Other,3
Yes,No,3.9,92,Jayanagar,200,Delivery,JP Nagar,Quick Bites,Beverages,2
Yes,No,4.1,91,JP Nagar,500,Delivery,JP Nagar,Bakery,Bakery,2
Yes,No,3.3,6,Bannerghatta Road,250,Delivery,JP Nagar,Food Court,Other,2
Yes,No,3.8,46,JP Nagar,450,Delivery,JP Nagar,Quick Bites,Other,1
Yes,No,3.9,386,JP Nagar,600,Delivery,JP Nagar,Quick Bites,Other,2
Yes,No,3.7,27,BTM,100,Delivery,JP Nagar,Beverage Shop,Beverages,2
Yes,No,2.8,91,BTM,400,Delivery,JP Nagar,Quick Bites,Other,2
Yes,Yes,4.3,1265,Jayanagar,800,Delivery,JP Nagar,Casual Dining,Other,3
Yes,No,3.6,26,Bannerghatta Road,200,Delivery,JP Nagar,Quick Bites,Street Food,2
Yes,No,3.4,8,JP Nagar,250,Delivery,JP Nagar,Quick Bites,Other,2
Yes,No,3.0,10,BTM,250,Delivery,JP Nagar,Quick Bites,North Indian,2
Yes,No,3.3,100,Bannerghatta Road,250,Delivery,JP Nagar,Quick Bites,Fast Food,2
Yes,No,4.1,799,Jayanagar,400,Delivery,JP Nagar,Cafe,Cafe,3
Yes,No,4.2,309,BTM,600,Delivery,JP Nagar,Delivery,Kerala,2
Yes,No,4.0,1310,JP Nagar,750,Delivery,JP Nagar,Casual Dining,Continental,2
Yes,No,3.4,11,Jayanagar,300,Delivery,JP Nagar,Quick Bites,Fast Food,2
Yes,Yes,3.7,205,Jayanagar,1000,Delivery,JP Nagar,Pub,Chinese,4
Yes,No,3.8,338,BTM,800,Delivery,JP Nagar,Casual Dining,Andhra,3
Yes,No,3.8,46,JP Nagar,450,Delivery,JP Nagar,Cafe,Other,5
Yes,No,3.9,671,BTM,500,Delivery,JP Nagar,Casual Dining,North Indian,1
Yes,No,4.0,41,Bannerghatta Road,400,Delivery,JP Nagar,Food Court,Cafe,4
Yes,No,3.8,156,Jayanagar,450,Delivery,JP Nagar,Casual Dining,South Indian,4
Yes,No,3.8,52,Other,400,Delivery,JP Nagar,Beverage Shop,Beverages,2
Yes,No,3.3,90,Jayanagar,250,Delivery,JP Nagar,Quick Bites,North Indian,3
Yes,No,3.9,42,JP Nagar,250,Delivery,JP Nagar,Dessert Parlor,Other,2
Yes,No,3.3,117,Other,250,Delivery,JP Nagar,Quick Bites,North Indian,3
Yes,No,3.6,60,Jayanagar,400,Delivery,JP Nagar,Quick Bites,Biryani,2
Yes,No,3.1,70,Bannerghatta Road,250,Delivery,JP Nagar,Quick Bites,Biryani,2
Yes,No,3.6,13,JP Nagar,250,Delivery,JP Nagar,Beverage Shop,Beverages,3
Yes,No,3.1,320,JP Nagar,700,Delivery,JP Nagar,Casual Dining,North Indian,4
Yes,No,3.9,34,JP Nagar,750,Delivery,JP Nagar,Casual Dining,Other,3
Yes,No,3.3,7,Bannerghatta Road,300,Delivery,JP Nagar,Other,Other,3
Yes,No,3.1,17,Bannerghatta Road,450,Delivery,JP Nagar,Dessert Parlor,Bakery,3
Yes,No,3.7,98,JP Nagar,500,Delivery,JP Nagar,Casual Dining,South Indian,4
Yes,No,3.7,48,BTM,350,Delivery,JP Nagar,Quick Bites,Other,2
Yes,No,3.6,11,Bannerghatta Road,150,Delivery,JP Nagar,Dessert Parlor,Desserts,1
Yes,No,2.9,23,Jayanagar,250,Delivery,JP Nagar,Other,Other,1
Yes,No,3.7,16,Jayanagar,100,Delivery,JP Nagar,Quick Bites,South Indian,1
Yes,No,3.8,44,JP Nagar,250,Delivery,JP Nagar,Other,Street Food,3
Yes,No,4.0,130,BTM,230,Delivery,JP Nagar,Dessert Parlor,Ice Cream,1
Yes,No,3.7,81,JP Nagar,500,Delivery,JP Nagar,Quick Bites,Fast Food,2
Yes,No,4.1,140,JP Nagar,100,Delivery,JP Nagar,Quick Bites,South Indian,1
Yes,No,3.4,7,Banashankari,500,Delivery,JP Nagar,Quick Bites,South Indian,2
Yes,No,3.8,55,Jayanagar,250,Delivery,JP Nagar,Quick Bites,Ice Cream,3
Yes,No,4.0,204,BTM,500,Delivery,JP Nagar,Cafe,Cafe,2
Yes,No,3.8,122,Other,750,Delivery,JP Nagar,Delivery,Other,1
Yes,No,3.1,106,Bannerghatta Road,450,Delivery,JP Nagar,Casual Dining,Chinese,2
Yes,No,3.0,8,BTM,130,Delivery,JP Nagar,Dessert Parlor,Ice Cream,1
Yes,No,3.8,61,BTM,300,Delivery,JP Nagar,Quick Bites,Other,3
Yes,No,4.4,181,Jayanagar,250,Delivery,JP Nagar,Beverage Shop,Beverages,2
Yes,No,3.1,25,Bannerghatta Road,100,Delivery,JP Nagar,Takeaway,Fast Food,2
Yes,No,4.1,193,Jayanagar,300,Delivery,JP Nagar,Dessert Parlor,Desserts,2
Yes,No,3.6,25,Jayanagar,250,Delivery,JP Nagar,Dessert Parlor,Ice Cream,2
Yes,No,3.8,210,Other,600,Delivery,JP Nagar,Casual Dining,North Indian,3
Yes,No,3.7,18,Other,400,Delivery,JP Nagar,Bakery,Bakery,2
Yes,No,2.8,39,JP Nagar,1000,Delivery,JP Nagar,Casual Dining,Chinese,1
Yes,No,4.0,71,BTM,300,Delivery,JP Nagar,Dessert Parlor,Desserts,2
Yes,No,3.7,37,JP Nagar,800,Delivery,JP Nagar,Casual Dining,Other,3
Yes,No,3.0,9,Other,600,Delivery,JP Nagar,Casual Dining,Andhra,3
Yes,No,3.7,47,Jayanagar,400,Delivery,JP Nagar,Quick Bites,Fast Food,3
Yes,No,4.0,467,Jayanagar,600,Delivery,JP Nagar,Casual Dining,South Indian,4
Yes,No,4.4,359,Jayanagar,400,Delivery,JP Nagar,Dessert Parlor,Desserts,2
Yes,No,3.6,23,Bannerghatta Road,450,Delivery,JP Nagar,Bakery,Bakery,1
Yes,No,3.6,10,JP Nagar,200,Delivery,JP Nagar,Quick Bites,Other,2
Yes,No,3.9,99,Bannerghatta Road,300,Delivery,JP Nagar,Quick Bites,South Indian,2
Yes,No,3.0,6,Bannerghatta Road,400,Delivery,JP Nagar,Food Court,Other,2
Yes,No,3.7,46,Bannerghatta Road,600,Delivery,JP Nagar,Casual Dining,North Indian,3
Yes,Yes,4.2,1033,JP Nagar,1100,Delivery,JP Nagar,Casual Dining,Chinese,5
Yes,Yes,4.1,459,JP Nagar,700,Delivery,JP Nagar,Casual Dining,Continental,3
Yes,No,3.7,41,JP Nagar,150,Delivery,JP Nagar,Dessert Parlor,Desserts,2
Yes,Yes,4.1,446,Jayanagar,1200,Delivery,JP Nagar,Pub,Continental,4
Yes,No,3.2,34,JP Nagar,150,Delivery,JP Nagar,Quick Bites,Other,2
Yes,Yes,4.1,590,JP Nagar,1200,Delivery,JP Nagar,Casual Dining,Continental,4
Yes,No,3.1,21,Bannerghatta Road,250,Delivery,JP Nagar,Food Court,Other,2
Yes,No,3.4,16,Bannerghatta Road,150,Delivery,JP Nagar,Beverage Shop,Beverages,2
Yes,No,3.4,5,BTM,300,Delivery,JP Nagar,Quick Bites,Beverages,2
Yes,No,3.0,13,BTM,300,Delivery,JP Nagar,Quick Bites,Fast Food,1
Yes,No,3.1,6,Other,300,Delivery,JP Nagar,Quick Bites,North Indian,2
Yes,No,3.1,10,JP Nagar,500,Delivery,JP Nagar,Food Court,South Indian,2
Yes,No,3.4,9,BTM,250,Delivery,JP Nagar,Quick Bites,North Indian,1
Yes,No,3.4,14,BTM,300,Delivery,JP Nagar,Quick Bites,North Indian,1
Yes,No,3.6,19,Bannerghatta Road,800,Delivery,JP Nagar,Food Court,Street Food,3
Yes,No,3.4,19,Bannerghatta Road,250,Delivery,JP Nagar,Other,Other,2
Yes,No,3.0,80,Jayanagar,750,Delivery,JP Nagar,Casual Dining,Andhra,6
Yes,No,3.4,19,Other,400,Delivery,JP Nagar,Quick Bites,South Indian,3
Yes,No,3.9,153,JP Nagar,400,Delivery,JP Nagar,Food Court,Cafe,2
Yes,No,4.2,249,BTM,500,Delivery,JP Nagar,Dessert Parlor,Beverages,1
Yes,No,3.4,5,JP Nagar,300,Delivery,JP Nagar,Quick Bites,Chinese,2
Yes,No,2.6,60,BTM,900,Delivery,JP Nagar,Cafe,Cafe,1
Yes,No,3.7,35,BTM,200,Delivery,JP Nagar,Quick Bites,Kerala,2
Yes,No,3.0,40,BTM,350,Delivery,JP Nagar,Casual Dining,North Indian,2
Yes,No,3.3,4,JP Nagar,200,Delivery,JP Nagar,Beverage Shop,Beverages,4
Yes,No,4.1,232,JP Nagar,1000,Delivery,JP Nagar,Casual Dining,North Indian,2
Yes,No,2.6,51,BTM,300,Delivery,JP Nagar,Takeaway,Other,3
Yes,Yes,4.3,1907,Jayanagar,800,Delivery,JP Nagar,Cafe,Cafe,4
Yes,No,4.4,658,Jayanagar,600,Delivery,JP Nagar,Beverage Shop,Beverages,2
Yes,No,4.0,89,Jayanagar,200,Delivery,JP Nagar,Quick Bites,South Indian,2
Yes,No,3.6,27,JP Nagar,600,Delivery,JP Nagar,Casual Dining,North Indian,2
Yes,No,3.9,74,Jayanagar,800,Delivery,JP Nagar,Casual Dining,Other,4
Yes,No,4.0,1781,Jayanagar,200,Delivery,JP Nagar,Quick Bites,North Indian,4
Yes,No,3.0,32,Other,300,Delivery,JP Nagar,Quick Bites,North Indian,2
Yes,No,4.1,956,JP Nagar,600,Delivery,JP Nagar,Casual Dining,South Indian,4
Yes,No,3.3,7,JP Nagar,300,Delivery,JP Nagar,Takeaway,Other,2
Yes,No,3.9,51,BTM,200,Delivery,JP Nagar,Beverage Shop,Other,2
Yes,No,2.8,165,Bannerghatta Road,450,Delivery,JP Nagar,Quick Bites,Kerala,3
Yes,No,3.8,32,Bannerghatta Road,200,Delivery,JP Nagar,Other,Street Food,1
Yes,No,4.2,265,Jayanagar,700,Delivery,JP Nagar,Cafe,Cafe,3
Yes,No,3.6,60,Other,700,Delivery,JP Nagar,Casual Dining,North Indian,1
Yes,No,3.1,7,BTM,400,Delivery,JP Nagar,Quick Bites,North Indian,4
Yes,No,3.2,12,BTM,250,Delivery,JP Nagar,Quick Bites,Other,2
Yes,No,3.6,28,BTM,450,Delivery,JP Nagar,Dessert Parlor,Ice Cream,2
Yes,No,3.6,323,Bannerghatta Road,800,Delivery,JP Nagar,Food Court,Other,2
Yes,No,4.1,30,Jayanagar,100,Delivery,JP Nagar,Beverage Shop,Beverages,2
Yes,No,4.0,77,JP Nagar,150,Delivery,JP Nagar,Quick Bites,Other,2
Yes,No,3.0,51,Bannerghatta Road,200,Delivery,JP Nagar,Quick Bites,Fast Food,2
Yes,No,2.8,19,Jayanagar,300,Delivery,JP Nagar,Quick Bites,Chinese,3
Yes,No,2.7,85,JP Nagar,500,Delivery,JP Nagar,Cafe,Cafe,4
Yes,No,3.7,72,Jayanagar,450,Delivery,JP Nagar,Casual Dining,North Indian,3
Yes,No,4.0,129,Jayanagar,300,Delivery,JP Nagar,Dessert Parlor,Desserts,1
Yes,No,3.0,36,BTM,200,Delivery,JP Nagar,Quick Bites,North Indian,2
Yes,No,3.8,614,BTM,600,Delivery,JP Nagar,Cafe,Cafe,4
